id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
368,-122.13,37.74,41,4400,666,1476,648,5.3,249200,NEAR BAY
369,-122.16,37.75,46,954,161,429,154,3.225,143200,NEAR BAY
370,-122.15,37.75,40,1445,256,849,255,4.1913,126600,NEAR BAY
371,-122.15,37.75,44,1938,399,946,331,3.525,136100,NEAR BAY
372,-122.15,37.74,41,856,178,571,191,3.4458,130900,NEAR BAY
373,-122.16,37.75,24,1790,454,1137,386,2.837,108200,NEAR BAY
374,-122.16,37.75,44,617,131,378,135,2.8568,111400,NEAR BAY
375,-122.15,37.74,43,1383,275,853,272,3.8083,122300,NEAR BAY
376,-122.15,37.74,49,1325,277,764,282,3.6125,118300,NEAR BAY
377,-122.16,37.75,40,1227,294,928,261,2.1235,95500,NEAR BAY
378,-122.16,37.75,35,667,140,406,133,4.1047,94600,NEAR BAY
379,-122.17,37.74,34,1223,281,824,280,2.5917,92800,NEAR BAY
380,-122.17,37.75,37,1379,287,835,259,2.7962,92100,NEAR BAY
381,-122.16,37.74,43,1534,300,826,295,4.3417,109700,NEAR BAY
382,-122.16,37.74,46,1029,181,567,211,3.7844,129800,NEAR BAY
383,-122.16,37.74,52,771,147,355,144,4.4458,143700,NEAR BAY
384,-122.16,37.74,47,824,223,533,166,2.925,98500,NEAR BAY
385,-122.16,37.74,44,1097,239,609,215,2.3227,103400,NEAR BAY
386,-122.29,37.9,49,1283,238,576,236,3.6333,277100,NEAR BAY
387,-122.29,37.9,52,1604,263,594,286,5.638,271200,NEAR BAY
388,-122.29,37.89,52,2248,422,870,377,3.7732,246500,NEAR BAY
389,-122.3,37.9,38,2263,522,1027,509,3.8125,224500,NEAR BAY
390,-122.29,37.89,52,1571,349,693,326,3.4375,229400,NEAR BAY
391,-122.3,37.89,46,1520,402,815,375,3.1036,211900,NEAR BAY
392,-122.3,37.9,15,5083,1212,2420,1146,4.8824,256400,NEAR BAY
393,-122.3,37.89,36,1077,293,518,276,3.3208,206600,NEAR BAY
394,-122.3,37.89,52,1248,283,620,275,4.3875,221600,NEAR BAY
395,-122.33,37.89,42,1342,291,551,266,4.8268,207700,NEAR BAY
396,-122.34,37.88,37,3061,930,2556,924,2.0375,350300,NEAR BAY
397,-122.29,37.89,52,3171,698,1498,696,3.4795,218500,NEAR BAY
398,-122.29,37.88,50,1211,261,523,227,4.1672,217000,NEAR BAY
399,-122.29,37.89,52,979,175,374,153,5.4675,270900,NEAR BAY
400,-122.29,37.89,52,2269,380,1004,371,5.4696,261700,NEAR BAY
401,-122.28,37.88,52,1844,332,769,334,4.5614,261600,NEAR BAY
402,-122.29,37.89,52,2178,421,940,423,5.3551,232500,NEAR BAY
403,-122.27,37.9,42,1650,274,645,256,5.9228,375700,NEAR BAY
404,-122.26,37.9,52,1927,279,705,288,8.1864,357600,NEAR BAY
405,-122.27,37.9,52,2079,273,684,275,8.2556,374700,NEAR BAY
406,-122.27,37.9,52,1803,240,572,236,6.474,359100,NEAR BAY
407,-122.27,37.9,52,2041,270,671,253,7.2414,417800,NEAR BAY
408,-122.27,37.89,52,3046,373,975,365,9.1342,430800,NEAR BAY
409,-122.28,37.9,52,2318,328,779,312,7.4754,363200,NEAR BAY
410,-122.28,37.9,52,2003,250,658,244,10.3825,397300,NEAR BAY
411,-122.28,37.9,52,2261,328,819,335,5.2083,347100,NEAR BAY
412,-122.28,37.89,52,1225,169,412,168,6.0912,327400,NEAR BAY
413,-122.28,37.89,52,2315,408,835,369,4.8893,290400,NEAR BAY
414,-122.28,37.89,52,2070,329,722,306,5.7171,292300,NEAR BAY
415,-122.28,37.89,52,2616,473,1085,487,4.425,271200,NEAR BAY
416,-122.27,37.89,52,2640,366,973,355,7.566,371400,NEAR BAY
417,-122.27,37.89,52,1978,293,723,272,5.6989,335900,NEAR BAY
418,-122.26,37.9,37,2220,335,903,362,8.1336,371600,NEAR BAY
419,-122.25,37.89,41,1125,195,356,181,6.4593,344300,NEAR BAY
420,-122.26,37.89,52,3078,494,1005,462,6.681,342500,NEAR BAY
421,-122.26,37.89,52,3706,531,1205,504,6.9828,371200,NEAR BAY
422,-122.25,37.89,37,3000,457,987,450,7.8385,350300,NEAR BAY
423,-122.25,37.89,42,2863,460,1031,448,7.0138,368900,NEAR BAY
424,-122.26,37.88,52,2551,417,894,404,6.5425,392100,NEAR BAY
425,-122.26,37.88,52,2255,410,823,377,6.0979,415600,NEAR BAY
426,-122.27,37.88,52,3360,648,1232,621,4.5813,285200,NEAR BAY
427,-122.27,37.88,52,1693,391,669,367,3.8417,287800,NEAR BAY
428,-122.27,37.88,44,2252,592,989,550,3.3132,273200,NEAR BAY
429,-122.28,37.88,52,2495,491,1058,464,4.4429,259900,NEAR BAY
430,-122.28,37.88,52,1193,200,506,207,4.4912,254800,NEAR BAY
431,-122.28,37.88,52,1172,215,489,218,4.2167,235900,NEAR BAY
432,-122.29,37.88,52,2159,424,824,388,4.1897,218700,NEAR BAY
433,-122.29,37.88,48,2365,490,1034,475,3.4065,229500,NEAR BAY
434,-122.29,37.88,46,1895,442,920,425,3.2926,192400,NEAR BAY
435,-122.29,37.88,52,1650,395,841,380,3.856,179600,NEAR BAY
436,-122.3,37.88,45,453,146,749,137,1.775,187800,NEAR BAY
437,-122.3,37.88,52,409,97,208,98,1.9971,139100,NEAR BAY
438,-122.3,37.87,10,503,118,228,100,2.4705,150300,NEAR BAY
439,-122.3,37.86,50,499,127,287,128,3.05,140900,NEAR BAY
440,-122.29,37.85,52,477,119,218,106,2.8682,120300,NEAR BAY
441,-122.3,37.88,46,1647,376,854,355,3.2,145100,NEAR BAY
442,-122.3,37.87,52,3123,749,1695,684,2.5208,145100,NEAR BAY
443,-122.28,37.88,52,957,188,403,172,3.5344,245800,NEAR BAY
444,-122.28,37.87,52,589,132,288,131,3.8156,200300,NEAR BAY
445,-122.28,37.87,49,2026,548,963,521,2.2805,174000,NEAR BAY
446,-122.29,37.87,50,1829,536,1129,516,2.9684,185900,NEAR BAY
447,-122.29,37.87,52,895,198,386,204,4.175,182900,NEAR BAY
448,-122.28,37.88,52,1909,416,811,406,3.306,228200,NEAR BAY
449,-122.28,37.87,46,3022,696,1293,675,2.843,221000,NEAR BAY
450,-122.28,37.87,46,1777,446,805,431,3.1676,212300,NEAR BAY
451,-122.27,37.88,52,2803,930,1372,876,2.4907,271700,NEAR BAY
452,-122.27,37.87,30,1465,439,862,425,2.0778,269100,NEAR BAY
453,-122.27,37.88,37,2619,682,1152,616,2.82,278100,NEAR BAY
454,-122.26,37.88,52,1149,255,483,249,4.5788,332800,NEAR BAY
455,-122.26,37.88,52,2363,604,1558,573,3.244,339200,NEAR BAY
456,-122.26,37.88,52,2604,837,1798,769,2.025,287800,NEAR BAY
457,-122.25,37.87,41,685,141,266,123,5.5289,384900,NEAR BAY
458,-122.25,37.87,42,1756,465,2184,422,2.8562,371700,NEAR BAY
459,-122.25,37.87,52,1204,460,2016,477,1.249,350300,NEAR BAY
460,-122.25,37.87,52,609,236,1349,250,1.4696,500301,NEAR BAY
461,-122.26,37.87,52,1087,371,3337,350,1.7012,175300,NEAR BAY
462,-122.26,37.87,52,2773,998,1721,949,1.4859,242000,NEAR BAY
463,-122.27,37.87,35,3218,1108,1675,1000,2.0464,217000,NEAR BAY
464,-122.27,37.87,49,1350,368,707,350,3.1846,211600,NEAR BAY
465,-122.27,37.87,52,3084,698,1424,694,3.0372,210500,NEAR BAY
466,-122.28,37.86,52,938,195,393,189,4.1594,196700,NEAR BAY
467,-122.28,37.87,52,1813,353,828,339,3.8625,192000,NEAR BAY
468,-122.28,37.87,52,1233,300,571,292,2.5788,182600,NEAR BAY
469,-122.29,37.87,44,2539,755,1382,713,2.837,175300,NEAR BAY
470,-122.29,37.87,46,1267,324,792,321,2.825,166200,NEAR BAY
471,-122.29,37.86,52,1665,404,815,372,2.2946,157200,NEAR BAY
472,-122.28,37.86,52,1659,367,788,346,3.1214,164600,NEAR BAY
473,-122.29,37.87,52,2225,460,1145,430,2.9165,150300,NEAR BAY
474,-122.29,37.86,50,2485,607,1354,563,2.2483,150800,NEAR BAY
475,-122.28,37.86,52,2031,450,958,445,2.2327,170200,NEAR BAY
476,-122.28,37.86,49,2932,668,1361,608,2.2798,147700,NEAR BAY
477,-122.28,37.85,52,2246,472,1005,449,2.7167,153000,NEAR BAY
478,-122.27,37.86,49,2052,435,924,414,2.8417,183000,NEAR BAY
479,-122.28,37.86,52,1999,417,780,358,3.6906,179600,NEAR BAY
480,-122.28,37.86,52,3007,691,1582,636,2.8652,158000,NEAR BAY
481,-122.28,37.86,41,2214,550,1213,568,2.5845,153400,NEAR BAY
482,-122.27,37.86,52,1088,305,486,267,2.9071,250300,NEAR BAY
483,-122.27,37.86,52,834,186,494,175,3.45,206600,NEAR BAY
484,-122.27,37.86,52,1769,372,849,365,2.9914,219100,NEAR BAY
485,-122.27,37.86,52,2307,583,1127,548,2.1447,198500,NEAR BAY
486,-122.26,37.86,35,5161,1744,3276,1742,1.9307,253900,NEAR BAY
487,-122.26,37.86,52,3497,832,1493,794,3.2044,257700,NEAR BAY
488,-122.26,37.86,52,3774,744,1461,679,3.2405,289800,NEAR BAY
489,-122.26,37.86,52,2888,604,1253,538,3.6893,242000,NEAR BAY
490,-122.25,37.86,48,2153,517,1656,459,3.3417,489900,NEAR BAY
491,-122.25,37.86,52,1389,191,514,202,7.3897,446500,NEAR BAY
492,-122.25,37.86,52,1709,318,719,295,5.3463,456600,NEAR BAY
493,-122.25,37.86,52,1587,444,878,449,2.0652,337100,NEAR BAY
494,-122.24,37.86,52,1668,225,517,214,8.1521,500301,NEAR BAY
495,-122.24,37.85,52,3726,474,1366,496,9.6959,500301,NEAR BAY
496,-122.25,37.86,52,4048,663,1316,590,5.6794,377200,NEAR BAY
497,-122.26,37.85,52,3618,768,1508,755,3.5619,309900,NEAR BAY
498,-122.27,37.85,52,4076,920,1800,815,3.0054,182600,NEAR BAY
499,-122.27,37.85,47,2077,400,719,326,2.5431,173000,NEAR BAY
500,-122.27,37.85,50,1279,300,675,255,2.2028,151100,NEAR BAY
501,-122.27,37.85,52,1974,426,875,363,1.8817,153900,NEAR BAY
502,-122.27,37.85,52,335,83,152,77,2.5841,106600,NEAR BAY
503,-122.27,37.85,47,1375,307,843,319,1.6785,142600,NEAR BAY
504,-122.28,37.85,52,610,145,281,132,3.2018,119700,NEAR BAY
505,-122.28,37.85,44,1025,198,506,204,2.03,148200,NEAR BAY
506,-122.28,37.85,48,2063,484,1054,466,2.5625,133200,NEAR BAY
507,-122.29,37.84,35,1872,419,1017,414,2.5106,132800,NEAR BAY
508,-122.28,37.83,52,3108,813,1623,765,2.9997,127200,NEAR BAY
509,-122.3,37.84,14,7355,2408,3100,2051,4.3018,144100,NEAR BAY
510,-122.23,37.83,52,2990,379,947,361,8.1772,500301,NEAR BAY
511,-122.22,37.82,39,2492,310,808,315,12.1603,500301,NEAR BAY
512,-122.22,37.82,42,2991,335,1018,335,13.799,500301,NEAR BAY
513,-122.23,37.82,52,3242,366,1001,352,12.5138,500301,NEAR BAY
514,-122.23,37.82,52,3051,381,1005,369,8.4872,466400,NEAR BAY
515,-122.23,37.82,52,3494,396,1192,383,12.6804,500301,NEAR BAY
516,-122.24,37.83,52,1757,246,585,227,6.1948,458100,NEAR BAY
517,-122.24,37.83,52,2449,312,916,316,8.4194,471900,NEAR BAY
518,-122.23,37.82,52,1611,203,556,179,9.0477,500301,NEAR BAY
519,-122.24,37.82,52,3665,517,1470,520,6.455,398900,NEAR BAY
520,-122.25,37.82,52,2474,403,1104,398,6.183,341000,NEAR BAY
521,-122.23,37.76,52,3037,516,1242,518,5.5128,290200,NEAR BAY
522,-122.23,37.76,52,2269,323,805,321,5.0188,335600,NEAR BAY
523,-122.23,37.76,52,1316,177,378,162,5.5915,333300,NEAR BAY
524,-122.24,37.77,52,1153,235,481,223,2.9411,241300,NEAR BAY
525,-122.23,37.77,52,772,179,409,160,3.6214,189900,NEAR BAY
526,-122.24,37.77,52,1711,386,885,373,3.9417,206600,NEAR BAY
527,-122.25,37.77,52,2650,566,1468,567,3.3161,216000,NEAR BAY
528,-122.25,37.77,52,1038,220,482,215,3.4771,210500,NEAR BAY
529,-122.25,37.77,52,1527,320,825,264,3.7531,209100,NEAR BAY
530,-122.25,37.77,52,859,157,429,158,4.6098,198200,NEAR BAY
531,-122.26,37.78,52,970,217,528,208,3.6438,201600,NEAR BAY
532,-122.26,37.78,52,1045,239,496,216,3.2213,191100,NEAR BAY
533,-122.27,37.78,52,1408,280,718,265,2.9806,208200,NEAR BAY
534,-122.27,37.78,52,1222,264,630,265,4.0708,215600,NEAR BAY
535,-122.27,37.78,45,1169,263,723,286,4.2444,213200,NEAR BAY
536,-122.27,37.78,13,2020,535,959,486,5.5601,293000,NEAR BAY
537,-122.28,37.79,30,4145,869,3668,855,2.8444,275300,NEAR BAY
538,-122.3,37.77,42,2038,368,2037,355,2.9447,200300,NEAR BAY
539,-122.28,37.78,29,5154,,3741,1273,2.8762,173700,NEAR BAY
540,-122.29,37.78,42,1241,309,821,300,2.2427,102500,NEAR BAY
541,-122.28,37.77,52,1468,363,870,347,3.2688,221100,NEAR BAY
542,-122.28,37.77,27,3997,1073,1901,966,4.05,243100,NEAR BAY
543,-122.29,37.76,18,2873,763,1243,663,5.4702,265700,NEAR BAY
544,-122.28,37.78,50,1487,306,730,327,2.8139,219300,NEAR BAY
545,-122.26,37.77,52,1670,350,793,299,3.2732,282400,NEAR BAY
546,-122.27,37.77,52,2252,388,1033,434,5.8337,372300,NEAR BAY
547,-122.27,37.77,52,1731,377,872,363,4.4667,226100,NEAR BAY
548,-122.27,37.77,52,1710,481,849,457,3.0115,221100,NEAR BAY
549,-122.27,37.77,52,2388,559,1121,518,3.6269,234800,NEAR BAY
550,-122.25,37.77,52,2156,458,872,445,3.5685,254500,NEAR BAY
551,-122.26,37.77,52,1565,315,637,297,5.0778,352100,NEAR BAY
552,-122.26,37.77,52,1704,371,663,340,4.526,275300,NEAR BAY
553,-122.26,37.77,52,1210,168,411,172,3.6571,405700,NEAR BAY
554,-122.26,37.77,52,2097,444,915,413,3.2899,228400,NEAR BAY
555,-122.26,37.77,52,1848,479,921,477,3.175,234300,NEAR BAY
556,-122.24,37.77,43,955,284,585,266,2.6882,162800,NEAR BAY
557,-122.25,37.77,43,4329,1110,2086,1053,3.275,243700,NEAR BAY
558,-122.23,37.76,52,3011,542,1303,535,5.4039,274100,NEAR BAY
559,-122.23,37.76,52,1049,185,374,176,4.4458,248800,NEAR BAY
560,-122.24,37.76,52,2504,516,979,472,3.7762,244300,NEAR BAY
561,-122.24,37.76,52,1846,471,827,446,2.9833,241200,NEAR BAY
562,-122.23,37.76,52,1705,246,658,253,6.05,306600,NEAR BAY
563,-122.23,37.75,50,1542,289,654,268,4.2632,240300,NEAR BAY
564,-122.24,37.75,45,891,,384,146,5.2489,247400,NEAR BAY
565,-122.24,37.75,27,4051,753,1499,797,5.1711,286900,NEAR BAY
566,-122.24,37.76,52,2646,581,1128,522,3.3718,267000,NEAR BAY
567,-122.24,37.76,49,2428,525,1110,492,3.9719,230100,NEAR BAY
568,-122.24,37.76,52,2567,436,1119,415,4.9094,229600,NEAR BAY
569,-122.24,37.73,21,7031,1249,2930,1235,4.8213,228700,NEAR BAY
570,-122.25,37.74,25,1914,365,897,390,4.7562,206500,NEAR BAY
571,-122.24,37.72,5,18634,2885,7427,2718,7.911,351000,NEAR BAY
572,-122.27,37.73,31,5785,1379,2973,1312,3.5689,231300,NEAR BAY
573,-122.25,37.76,52,2876,648,1340,632,3.867,253200,NEAR BAY
574,-122.27,37.74,28,6909,1554,2974,1484,3.9875,354200,NEAR BAY
575,-122.27,37.77,23,5679,1270,2690,1151,5.0695,292000,NEAR BAY
576,-122.28,37.75,20,1156,365,583,326,3.4972,100300,NEAR BAY
577,-122.06,37.77,12,14316,2045,5781,2007,7.5634,341900,NEAR BAY
578,-122.06,37.73,5,3596,467,1738,512,7.3568,412800,NEAR BAY
579,-122.06,37.71,36,3541,570,1478,529,4.935,248900,NEAR BAY
580,-122.07,37.71,40,1808,302,746,270,5.6015,255200,NEAR BAY
581,-122.07,37.71,36,2879,480,1235,455,5.2801,241800,NEAR BAY
582,-122.07,37.72,26,3204,477,1411,484,5.7834,295500,NEAR BAY
583,-122.08,37.72,31,3866,531,1368,521,6.487,340700,NEAR BAY
584,-122.08,37.72,32,2476,368,1048,367,5.9194,275000,NEAR BAY
585,-122.08,37.71,35,2211,350,1004,365,5.7639,238900,NEAR BAY
586,-122.09,37.71,35,2663,387,1086,367,5.4498,266700,NEAR BAY
587,-122.1,37.72,30,2599,366,922,350,6.1382,330500,NEAR BAY
588,-122.11,37.71,36,4569,824,1950,819,4.95,207100,NEAR BAY
589,-122.1,37.7,25,2973,622,1413,595,4.6819,209500,NEAR BAY
590,-122.1,37.69,30,3115,625,1444,568,4.0222,196100,NEAR BAY
591,-122.09,37.71,31,1843,282,749,269,5.5855,253800,NEAR BAY
592,-122.09,37.7,31,2053,336,867,329,4.6375,242100,NEAR BAY
593,-122.1,37.71,27,6740,1073,2723,1035,5.5131,252800,NEAR BAY
594,-122.09,37.7,30,1751,269,731,263,6.305,264200,NEAR BAY
595,-122.08,37.71,38,1663,295,781,301,5.3519,227300,NEAR BAY
596,-122.08,37.71,38,3716,657,1784,652,5.1237,221200,NEAR BAY
597,-122.08,37.7,32,2718,447,1156,410,5.5497,259600,NEAR BAY
598,-122.07,37.7,39,1420,272,645,277,4.425,232800,NEAR BAY
599,-122.06,37.7,37,1893,310,821,315,4.9005,231900,NEAR BAY
600,-122.06,37.7,33,3906,790,1912,770,3.8187,209700,NEAR BAY
601,-122.07,37.7,32,3400,736,1487,694,3.3,223500,NEAR BAY
602,-122.08,37.7,25,3402,758,1645,710,3.7934,210200,NEAR BAY
603,-122.09,37.7,33,4413,1107,2239,1051,3.2861,208500,NEAR BAY
604,-122.07,37.69,29,2304,618,1021,552,2.8362,204100,NEAR BAY
605,-122.08,37.69,36,2350,499,1105,467,3.6021,196000,NEAR BAY
606,-122.07,37.69,31,5914,1309,2999,1295,3.3964,190800,NEAR BAY
607,-122.08,37.69,43,1575,324,740,284,3.1512,181300,NEAR BAY
608,-122.08,37.69,42,1414,274,629,244,3.6478,185200,NEAR BAY
609,-122.08,37.68,37,848,202,314,205,2.6958,191100,NEAR BAY
610,-122.08,37.68,15,3051,685,1479,668,3.8295,242500,NEAR BAY
611,-122.09,37.69,20,4296,817,1732,800,5.1036,188600,NEAR BAY
612,-122.15,37.74,52,2898,557,1338,550,4.151,183800,NEAR BAY
613,-122.14,37.74,52,1071,201,440,192,4.3662,204500,NEAR BAY
614,-122.14,37.73,51,2619,403,922,393,4.9042,252200,NEAR BAY
615,-122.15,37.74,49,1494,316,611,288,2.5,187800,NEAR BAY
616,-122.16,37.73,52,2260,416,994,412,4.4164,198500,NEAR BAY
617,-122.15,37.74,52,1394,223,545,230,4.25,219300,NEAR BAY
618,-122.15,37.73,52,1028,129,317,143,5.2135,275300,NEAR BAY
619,-122.15,37.73,45,3758,819,1573,736,3.1355,245700,NEAR BAY
620,-122.17,37.73,46,2163,470,925,435,3.55,177800,NEAR BAY
621,-122.16,37.73,49,1699,408,768,385,3.1301,171900,NEAR BAY
622,-122.17,37.73,52,1555,289,620,292,4.0159,183600,NEAR BAY
623,-122.16,37.73,52,1114,206,425,207,2.8625,175300,NEAR BAY
624,-122.18,37.72,45,1498,313,1003,305,4.1047,157000,NEAR BAY
625,-122.18,37.71,45,726,147,519,135,3.675,157800,NEAR BAY
626,-122.17,37.71,38,890,200,481,198,3.544,180100,NEAR BAY
627,-122.18,37.7,36,2639,533,1209,519,4.3268,205800,NEAR BAY
628,-122.18,37.7,35,2562,554,1398,525,3.6906,179200,NEAR BAY
629,-122.19,37.71,36,361,69,158,58,5.8461,262800,NEAR BAY
630,-122.17,37.72,42,3008,659,1817,664,3.671,165300,NEAR BAY
631,-122.17,37.72,46,1369,284,766,289,3.8313,160000,NEAR BAY
632,-122.17,37.72,5,1692,398,814,328,3.963,158600,NEAR BAY
633,-122.16,37.72,38,1007,245,618,239,3.175,145100,NEAR BAY
634,-122.17,37.72,43,3783,814,2139,789,4.3202,166600,NEAR BAY
635,-122.16,37.71,37,1507,242,632,253,4.8553,191300,NEAR BAY
636,-122.16,37.71,36,666,132,366,134,3.7643,175300,NEAR BAY
637,-122.16,37.72,10,2229,601,877,485,3.6431,137800,NEAR BAY
638,-122.15,37.73,28,2215,587,830,573,2.4898,142000,NEAR BAY
639,-122.15,37.72,31,1616,372,739,379,3.2097,211200,NEAR BAY
640,-122.15,37.72,47,1190,251,540,266,3.675,198600,NEAR BAY
641,-122.15,37.72,29,4169,1047,2024,962,3.1125,157700,NEAR BAY
642,-122.14,37.73,52,2024,320,823,334,5.3,265000,NEAR BAY
643,-122.14,37.73,38,1723,394,711,353,3.3673,218700,NEAR BAY
644,-122.14,37.73,43,2264,390,931,368,4.1125,235400,NEAR BAY
645,-122.13,37.73,33,1996,268,686,270,7.2096,342100,NEAR BAY
646,-122.13,37.72,26,2862,394,1030,397,8.212,367600,NEAR BAY
647,-122.13,37.72,35,2183,383,976,392,4.1393,243800,NEAR BAY
648,-122.12,37.71,35,1037,207,552,210,4.3,168200,NEAR BAY
649,-122.13,37.72,25,1134,153,340,171,6.8095,371500,NEAR BAY
650,-122.14,37.72,39,786,132,288,132,3.8156,219200,NEAR BAY
651,-122.14,37.72,45,1397,253,555,248,3.283,203000,NEAR BAY
652,-122.13,37.72,45,2315,451,1006,444,3.824,186500,NEAR BAY
653,-122.13,37.71,44,1613,339,776,346,3.4103,189200,NEAR BAY
654,-122.13,37.71,44,1421,298,609,270,3.8781,180300,NEAR BAY
655,-122.15,37.71,18,5778,1526,2441,1352,3.4682,203000,NEAR BAY
656,-122.14,37.71,27,3094,866,1364,789,2.9101,182000,NEAR BAY
657,-122.14,37.71,18,3905,1007,2197,1044,3.9932,167100,NEAR BAY
658,-122.13,37.7,43,3046,557,1333,544,3.7583,184000,NEAR BAY
659,-122.13,37.7,19,3516,710,1810,703,4.2032,218300,NEAR BAY
660,-122.15,37.71,36,998,178,531,183,4.3208,191800,NEAR BAY
661,-122.15,37.7,36,1464,244,672,261,3.8547,195000,NEAR BAY
662,-122.14,37.7,17,1463,292,695,330,4.8859,187500,NEAR BAY
663,-122.13,37.7,21,4124,1054,2162,998,2.9321,223400,NEAR BAY
664,-122.13,37.69,17,2380,769,1216,643,3.695,271600,NEAR BAY
665,-122.14,37.7,36,1266,228,606,239,4.2702,194400,NEAR BAY
666,-122.16,37.7,36,2239,391,1203,379,5.3043,190700,NEAR BAY
667,-122.14,37.69,38,1571,317,874,301,4.7659,189400,NEAR BAY
668,-122.15,37.69,38,1246,221,637,222,3.9625,184900,NEAR BAY
669,-122.15,37.69,36,1501,287,703,276,4.1864,197600,NEAR BAY
670,-122.15,37.7,36,1468,252,733,229,3.7583,192900,NEAR BAY
671,-122.16,37.69,36,1118,219,625,228,4.0813,192500,NEAR BAY
672,-122.16,37.7,36,1097,208,568,225,3.2917,194900,NEAR BAY
673,-122.16,37.7,36,1719,303,836,311,4.7375,193800,NEAR BAY
674,-122.17,37.7,24,1755,365,952,362,4.3,202900,NEAR BAY
675,-122.16,37.68,16,1687,348,568,352,2.6869,83600,NEAR BAY
676,-122.17,37.69,24,2262,391,1125,366,5.0609,212900,NEAR BAY
677,-122.18,37.68,5,2087,407,840,401,5.7858,188100,NEAR BAY
678,-122.16,37.69,36,1480,278,796,283,4.6971,206000,NEAR BAY
679,-122.15,37.69,36,1545,273,863,267,4.3109,193200,NEAR BAY
680,-122.15,37.68,35,2632,447,1349,486,4.6864,205500,NEAR BAY
681,-122.15,37.68,30,2261,443,929,383,4.5841,213700,NEAR BAY
682,-122.15,37.69,39,1670,308,957,335,5.4312,183900,NEAR BAY
683,-122.14,37.69,37,2141,535,1093,555,3.2958,178700,NEAR BAY
684,-122.14,37.68,27,3337,613,1489,607,3.9364,219500,NEAR BAY
685,-122.14,37.68,31,3184,716,1561,628,3.0955,183400,NEAR BAY
686,-122.1,37.69,44,2341,500,1256,485,3.2507,157400,NEAR BAY
687,-122.12,37.69,30,1197,269,695,279,3.7375,158100,NEAR BAY
688,-122.13,37.69,34,1131,278,560,237,3.175,162000,NEAR BAY
689,-122.12,37.71,38,1164,284,632,289,3.3345,152400,NEAR BAY
690,-122.12,37.7,41,3495,787,1849,750,2.979,145200,NEAR BAY
691,-122.12,37.7,17,2488,617,1287,538,3.2922,180200,NEAR BAY
692,-122.12,37.69,35,2681,508,1580,536,4.4042,179400,NEAR BAY
693,-122.12,37.7,19,2495,635,1571,579,2.8833,160200,NEAR BAY
694,-122.11,37.7,23,1689,461,828,443,2.4552,161700,NEAR BAY
695,-122.11,37.7,29,1298,306,835,338,2.6274,170700,NEAR BAY
696,-122.11,37.7,19,2693,789,1765,724,2.7206,137800,NEAR BAY
697,-122.1,37.69,41,746,,387,161,4.2063,178700,NEAR BAY
698,-122.11,37.69,37,2444,651,1562,618,2.9464,155500,NEAR BAY
699,-122.11,37.69,42,1472,310,768,309,3.7643,161200,NEAR BAY
700,-122.12,37.69,10,2227,560,1140,472,2.6973,167600,NEAR BAY
701,-122.03,37.69,20,200,25,83,31,6.8,340300,NEAR BAY
702,-121.97,37.64,32,1283,194,485,171,6.3574,431300,<1H OCEAN
703,-122.02,37.63,6,2445,590,1189,573,4.1958,301400,NEAR BAY
704,-122.04,37.63,21,1307,236,586,249,5.0813,242200,NEAR BAY
705,-122.05,37.63,5,3785,936,2240,792,3.5829,162800,NEAR BAY
706,-122.04,37.66,10,2031,357,867,352,5.6169,299500,NEAR BAY
707,-122.04,37.65,10,8299,1326,3827,1288,6.5579,315800,NEAR BAY
708,-122.05,37.68,23,7518,1279,3827,1294,5.4701,217100,NEAR BAY
709,-122.07,37.68,36,1815,426,1280,431,3.55,218400,NEAR BAY
710,-122.06,37.68,30,5367,1207,2667,1047,3.4796,170600,NEAR BAY
711,-122.08,37.68,26,1167,370,253,137,2.7196,275300,NEAR BAY
712,-122.08,37.68,26,2607,682,1401,607,2.9563,184400,NEAR BAY
713,-122.08,37.67,29,493,168,233,152,1.2637,160300,NEAR BAY
714,-122.09,37.67,48,1252,305,673,308,2.6357,175300,NEAR BAY
715,-122.09,37.68,41,1382,353,704,314,3.8114,197800,NEAR BAY
716,-122.09,37.69,43,500,110,273,120,3.6125,150300,NEAR BAY
717,-122.09,37.68,29,2333,538,1120,540,2.7042,205900,NEAR BAY
718,-122.09,37.68,41,1834,463,1105,467,3.1322,170600,NEAR BAY
719,-122.09,37.68,43,1415,348,569,293,2.8156,191200,NEAR BAY
720,-122.1,37.68,37,1352,342,691,324,3.7032,197200,NEAR BAY
721,-122.1,37.68,37,2116,503,1109,448,2.835,174300,NEAR BAY
722,-122.11,37.68,37,1976,481,1197,465,2.8772,170500,NEAR BAY
723,-122.1,37.68,38,1779,413,1061,400,3.3962,181200,NEAR BAY
724,-122.1,37.67,34,3659,897,2479,903,3.2564,150800,NEAR BAY
725,-122.1,37.68,31,1892,428,1162,389,3.425,167400,NEAR BAY
726,-122.12,37.68,35,1958,484,1146,448,3.25,149200,NEAR BAY
727,-122.12,37.68,40,1553,253,724,267,4.68,196700,NEAR BAY
728,-122.12,37.68,37,2412,394,975,375,4.3417,191400,NEAR BAY
729,-122.11,37.67,36,2110,389,952,370,4.1,187800,NEAR BAY
730,-122.12,37.68,45,2179,401,1159,399,3.7839,180900,NEAR BAY
731,-122.13,37.68,45,2457,445,1129,422,4.3588,183100,NEAR BAY
